Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Borja Sainz,67277845.0,8.0,11.17,11.0,12.5,14.25,12.33,14.17,11.25,12.5,13.0,10.75,12.62,12.0,11.33,13.5,11.0,12.5,13.75,10.75,12.5,10.0,alaves
Rafa Mir,67221051.0,14.0,10.5,16.0,11.0,12.25,13.33,10.5,10.5,11.0,12.0,12.5,10.25,11.6,9.67,14.38,11.5,14.5,11.5,14.0,12.67,4.5,alaves
Lirim Kastrati,24058534.0,7.0,9.33,7.0,7.0,10.0,9.33,9.0,8.0,7.0,11.0,8.0,13.75,9.2,6.17,15.75,8.67,17.0,9.0,11.0,10.67,3.0,alaves
Joseph Ngwem,2000202611.0,10.5,13.67,12.0,9.75,11.0,11.17,10.67,13.25,9.75,12.5,9.75,12.75,12.1,7.17,15.12,13.5,12.0,10.75,14.75,11.5,4.5,alaves
Luca Sangalli,67190076.0,4.5,12.5,3.5,12.0,13.25,11.5,12.33,13.5,12.0,11.75,11.25,15.75,12.4,11.83,10.75,12.33,12.0,13.25,12.5,13.33,11.0,alaves
Ramiro Gabarri,2000198124.0,7.0,10.67,12.0,8.75,14.5,13.17,13.67,9.25,8.75,14.5,10.25,9.38,11.7,6.83,15.75,10.5,13.0,15.5,14.0,14.33,4.0,albacete
Mamadou Coly,2000440193.0,11.0,9.5,5.0,7.0,11.0,11.5,12.33,8.5,7.0,12.5,8.5,11.0,10.2,7.67,14.75,9.67,10.0,12.0,11.5,8.67,5.5,albacete
Alberto,2000512206.0,12.0,12.83,9.0,10.25,14.0,12.67,13.33,10.75,10.25,15.0,11.5,10.38,12.7,8.83,13.38,11.5,13.0,14.0,11.75,13.0,5.5,albacete
Raúl De Tomás,67156425.0,10.0,12.33,13.0,12.0,14.0,14.0,12.83,13.0,12.0,11.5,13.25,10.12,13.4,9.17,11.25,12.67,15.0,12.5,11.5,13.67,7.0,albacete
Kike Barja,67196202.0,7.0,13.67,8.0,10.5,14.0,13.83,13.33,13.75,10.5,14.5,12.0,10.25,14.1,8.83,12.38,13.17,14.0,13.5,10.25,11.17,8.5,albacete
Chema Nuñez,67232678.0,6.5,11.17,7.0,11.5,12.75,13.33,12.67,11.0,11.5,12.25,11.5,10.0,12.6,10.83,11.75,10.83,11.5,13.5,8.0,12.17,6.0,albacete
