Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Javi López,67293674.0,14.0,13.88,14.75,13.17,11.0,13.17,13.0,11.5,alaves
Birger Meling,29126536.0,12.0,10.5,11.0,9.67,9.83,10.5,7.0,13.58,alaves
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42,albacete
Juan Manuel,2000510085.0,12.33,15.75,14.0,11.33,10.0,15.33,7.5,13.83,amadrd
Sergio Reguilón,67211900.0,13.67,14.25,13.5,13.0,13.5,13.0,9.0,14.75,barc
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67,bilbao
Oier López,67277836.0,14.0,13.25,13.5,10.0,8.5,11.0,10.5,13.25,bilbao
Cameron Wells,2000431769.0,13.0,14.25,15.5,9.17,9.33,13.33,7.0,12.08,cadiz
Maximilian Mittelstädt,91143714.0,11.0,11.5,13.25,13.0,9.33,12.5,9.0,12.58,cadiz
Tommaso Augello,43096264.0,13.0,10.0,9.5,10.67,11.17,11.17,7.5,13.25,coruna
Acyr,2000408996.0,13.67,9.0,6.5,10.0,10.83,13.33,9.5,15.75,coruna
Toni Herrero,67277687.0,13.33,12.5,14.0,11.67,11.0,12.67,10.5,13.17,espanyol
Tymoteusz Puchacz,96086694.0,10.0,13.88,15.5,12.33,10.83,10.33,11.5,12.42,espanyol
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42,espanyol
Imanol,67276239.0,14.0,12.0,13.0,9.5,8.5,11.5,10.5,14.08,laspalmas
Javi Galán,67243881.0,13.67,11.25,12.25,13.33,11.33,13.5,7.5,14.58,laspalmas
Braian Cufré,14131295.0,11.0,11.88,13.5,13.33,10.5,12.17,7.0,13.5,leganes
Sebastián Cabrera,75036622.0,12.33,12.88,13.5,11.83,9.0,12.17,9.5,14.08,leganes
Eduardo Sarriegi,2000438820.0,14.33,12.62,13.0,10.33,9.5,9.67,7.0,13.75,realhisp
Pablo Pérez,2000014927.0,9.0,13.25,15.25,12.67,10.67,12.83,8.0,12.42,realhisp
Adrian Molina,2000570287.0,8.5,14.25,16.0,11.33,9.33,13.17,11.0,10.0,realhisp
Kostyantyn Vivcharenko,71113673.0,12.0,13.5,14.5,10.5,10.83,12.83,9.5,13.92,realhisp
Talla Mendy,2000510695.0,10.83,13.0,15.0,8.0,6.67,8.17,5.5,12.83,realhisp
Angeliño,28095342.0,12.33,13.25,12.5,14.33,12.67,13.67,7.5,13.83,rmdrd
Fabrice Mbassi,2000191910.0,14.33,15.5,14.5,14.17,8.5,13.67,7.0,14.0,rmdrd
Brandon Williams,28115834.0,12.33,13.5,15.5,10.33,11.67,12.67,10.5,14.0,rsana
Pablo,2000572050.0,8.67,15.0,15.5,12.67,12.0,14.67,10.0,9.83,rsana
Rubén,2000510866.0,11.67,16.0,11.5,9.83,10.83,14.33,10.5,14.08,sevilla
Mads Pedersen,27088224.0,11.67,12.25,13.0,11.67,10.17,12.67,5.0,12.75,sevilla
José Gayà,67178177.0,13.67,13.25,14.0,14.67,13.0,14.67,5.5,14.67,vale
Sheldon Peltier,2000187635.0,11.0,14.75,15.25,11.33,10.0,13.5,13.0,14.25,vale
Hugo Montañana,2000034349.0,12.0,12.62,14.5,12.5,8.83,13.67,12.0,11.92,vale
Jordi,2000513013.0,14.33,13.62,13.75,12.33,8.33,11.67,13.0,13.25,vallecano
Manu Sánchez,67284340.0,12.67,12.5,14.0,10.0,10.17,9.83,10.0,13.75,vallecano
Uğur Özbay,2000432893.0,12.0,13.75,12.0,8.67,8.0,7.67,12.0,12.17,vallecano
Andrejs Ciganiks,37075484.0,12.0,13.12,12.0,12.17,9.67,11.67,9.5,11.08,vigo
Aarón Martín,67196209.0,13.33,11.12,14.0,12.17,12.17,12.67,8.0,14.17,vigo
Alfonso Pedraza,67212046.0,12.33,12.75,12.5,11.33,12.83,12.33,11.5,13.92,villareal
Alejandro Balde,67296654.0,11.0,13.75,14.0,11.67,10.5,13.33,9.0,12.75,zaragoza
Eric Kahl,93142833.0,12.0,13.88,14.5,11.17,10.33,12.5,10.0,12.92,zaragoza
