Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Adil Aouchiche,49048441.0,6.33,12.75,14.25,14.33,14.0,14.33,11.0,11.75,alaves
Xabier Garmendia,2000631378.0,7.5,15.62,14.5,13.17,15.5,15.33,14.0,14.17,alaves
Luca Sangalli,67190076.0,11.5,11.88,9.0,12.33,12.0,11.83,4.0,13.08,alaves
Ibrahim Sangaré,48042717.0,13.67,14.5,11.0,12.33,9.83,11.5,14.25,12.17,alaves
Schurrle,83223653.0,10.17,12.62,13.0,15.33,12.33,13.0,8.0,12.5,alaves
Suleimane Rodrigues,2000190096.0,10.33,13.0,11.5,13.33,10.83,11.5,10.25,10.17,alaves
Rubén Garrido,2000515088.0,7.33,14.12,11.5,13.0,11.83,11.67,10.0,13.08,alaves
Ramiro Gabarri,2000198124.0,4.33,14.62,15.0,13.67,11.83,13.67,9.5,10.17,albacete
Luis Nsambi,2000631649.0,7.33,12.62,12.75,15.0,11.5,14.83,11.5,11.83,albacete
Francisco Jesús Carbonell,2000440196.0,10.67,12.88,13.0,14.67,11.0,13.33,11.0,13.08,albacete
Gustavo Zamora,2000512210.0,5.17,13.38,15.5,13.17,11.5,14.33,9.5,10.33,albacete
Álex Olmedo,2000034591.0,7.33,11.75,14.0,12.67,9.0,13.0,6.5,9.83,albacete
Antonio Sánchez,67272744.0,11.0,11.88,11.75,11.83,11.33,9.33,8.5,12.08,albacete
Chema Nuñez,67232678.0,9.0,9.62,11.5,14.83,11.5,12.33,6.75,10.33,albacete
Simone Panada,43425634.0,12.67,15.0,13.5,15.33,10.67,13.33,10.5,13.5,amadrd
Sergej Milinković-Savić,62127037.0,11.0,14.5,11.5,16.67,15.0,15.0,16.0,15.17,amadrd
Nikola Stanković,2000211075.0,7.33,14.88,17.75,14.0,11.83,14.67,11.5,12.58,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,17.0,16.67,17.33,11.0,14.42,amadrd
Pierre Dwomoh,2000006277.0,8.0,13.25,14.5,15.33,13.67,16.0,13.5,13.33,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
Marcos Llorente,67196198.0,13.33,12.0,11.5,13.33,12.33,12.0,10.5,14.33,amadrd
Dimo Krastev,22081455.0,13.33,14.62,13.25,14.0,11.67,11.67,16.0,11.75,amadrd
Frank Onyeka,27129125.0,13.83,14.62,17.25,12.67,12.83,11.67,12.0,14.25,amadrd
Lamine Silva,2000438826.0,15.0,16.25,12.5,11.0,8.83,10.67,12.75,14.58,amadrd
Noël Roux,2000188122.0,13.0,15.75,17.5,12.83,10.33,13.0,7.5,13.83,barc
Florentino Luís,83169817.0,16.0,14.75,12.5,12.67,12.0,13.0,12.5,16.17,barc
Phil Foden,28108494.0,9.67,15.0,15.5,17.33,15.67,17.33,8.0,14.83,barc
Jonay Morán,2000194461.0,12.0,14.5,15.0,15.67,13.67,15.0,11.0,13.33,barc
Joan Planchart,2000509911.0,14.67,17.38,15.5,13.0,11.67,11.5,9.0,15.92,barc
Ilaix Moriba,67279753.0,12.17,15.25,15.5,17.0,13.33,16.67,13.5,14.08,barc
Dejan Kulusevski,43295814.0,9.33,15.5,15.0,17.0,14.67,16.33,11.0,15.17,barc
Vítor Ferreira,83174762.0,12.33,14.5,15.0,15.67,14.67,16.0,6.0,15.0,barc
Gennady Korshunov,2000238109.0,7.17,14.0,15.0,13.0,16.83,14.67,13.5,11.17,barc
Oihan Sancet,67260204.0,10.17,14.0,15.0,16.0,14.67,13.67,13.5,12.92,bilbao
Unai Vencedor,67260207.0,13.0,15.5,15.0,13.67,11.17,14.0,8.5,14.17,bilbao
Íñigo Herrera,2000510687.0,7.33,14.5,16.5,11.0,11.0,14.0,9.5,11.17,bilbao
Romain Bertrand,2000438620.0,10.17,15.5,13.0,14.33,16.0,15.33,14.5,13.5,bilbao
Fran Alonso,2000570282.0,6.5,13.75,16.0,14.0,11.67,14.0,13.5,11.58,bilbao
Aimar Oroz,67276375.0,8.33,11.75,13.0,15.5,9.5,15.5,6.0,11.67,bilbao
Ander Guevara,67246381.0,13.67,12.75,9.0,13.0,10.5,14.0,11.25,13.58,bilbao
Javier Karanka,2000193733.0,6.5,12.88,15.0,13.0,9.83,13.0,9.0,10.5,bilbao
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,14.5,12.33,14.0,8.5,13.0,bilbao
Mateusz Bogusz,96129140.0,9.17,13.38,13.5,14.33,14.33,13.67,7.5,13.42,cadiz
Gerardo Gallardo,2000440602.0,6.17,11.62,17.0,12.67,10.83,14.0,6.5,10.0,cadiz
Toni Dorado,2000197158.0,8.83,12.88,10.0,15.0,14.33,14.0,9.5,12.25,cadiz
Tiago Geralnik,14224252.0,8.0,12.12,15.0,13.83,14.0,13.83,11.0,9.42,cadiz
Checa,2000438637.0,8.17,12.25,13.5,14.0,9.5,14.33,10.0,11.25,cadiz
Luciano Ferreyra,14227040.0,12.5,13.75,14.0,14.5,12.83,15.17,7.0,11.42,cadiz
Mamadou Loum,83100794.0,12.33,12.25,10.75,11.0,10.0,10.67,13.0,13.75,cadiz
Tarsi Bakero,2000193403.0,14.67,13.88,14.25,11.33,8.33,12.0,12.5,13.08,cadiz
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33,cadiz
Juan Luis,2000664823.0,13.17,11.5,12.0,7.83,8.67,8.17,11.5,13.92,cadiz
Luis Muñoz,90065199.0,12.33,10.75,11.0,7.33,6.17,9.0,11.5,13.75,coruna
Karim Pérez,2000193717.0,12.67,14.38,12.5,6.83,5.67,8.83,15.0,12.92,coruna
Jan Crettaz,2000571662.0,14.0,14.75,13.0,9.33,9.67,13.0,11.5,13.83,coruna
Kepa Uriarte,67277833.0,6.67,13.38,14.5,12.83,12.0,13.17,11.5,9.75,coruna
Ismael Gutiérrez,67298778.0,13.33,11.5,13.5,11.0,8.17,12.83,7.25,12.83,coruna
Mirko Ladrón de Guevara,14197826.0,11.33,12.62,13.0,13.67,11.83,12.67,10.5,11.75,coruna
Salva Gutiérrez,2000571656.0,8.0,11.62,12.5,14.67,10.17,11.83,6.5,12.08,coruna
Joaquín Correa,14042683.0,3.67,10.25,12.0,15.83,12.83,15.83,9.0,13.0,coruna
Leander Dendoncker,18057380.0,12.67,10.25,9.5,11.0,10.5,8.83,14.0,13.08,coruna
Pape Gueye,48043484.0,12.33,12.12,13.25,12.67,8.33,12.67,10.5,12.0,coruna
Oier Zarraga,67260201.0,11.33,13.38,14.5,13.33,11.33,12.33,10.5,13.33,espanyol
Óscar Melendo,67214687.0,7.5,13.0,14.0,15.17,12.0,14.33,6.5,13.25,espanyol
Brais Méndez,67199158.0,6.67,11.38,12.5,14.33,13.67,14.83,9.5,12.25,espanyol
Rami Hajal,93099931.0,5.67,12.88,13.0,15.0,11.33,13.0,11.5,11.75,espanyol
Carlos,2000202592.0,14.33,13.62,14.25,11.5,9.67,8.5,11.0,11.33,espanyol
Ulises Campus,2000273292.0,14.67,13.12,13.25,8.0,7.67,10.33,11.5,14.67,granada
Iván Martínez,2000510865.0,11.17,13.88,14.0,9.33,10.83,9.33,10.5,13.5,granada
Serafín,2000512562.0,9.0,15.0,17.0,13.5,11.33,14.5,11.5,10.17,granada
Jose Luis,2000438355.0,9.67,13.88,15.0,15.67,12.33,14.67,12.5,13.75,granada
Olmo,2000512864.0,12.0,14.25,14.25,10.0,10.0,11.67,8.5,13.75,granada
Eugenio Caínzos,2000630560.0,6.33,12.12,15.0,16.0,9.83,14.17,7.5,11.17,granada
Alberto Quintana,67280840.0,12.0,11.88,12.75,12.67,10.33,12.33,15.0,12.83,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83,granada
Edimilson Fernandes,98030084.0,11.67,11.25,10.5,12.67,10.17,12.83,11.25,11.33,granada
Félix,2000192673.0,10.33,12.5,13.0,14.17,12.0,13.67,11.0,11.92,granada
Antonio Raúl Escuín,2000440594.0,14.0,14.38,13.0,8.83,8.67,8.83,13.5,13.75,granada
Migue Ortiz,2000630559.0,7.0,14.25,13.5,14.33,11.33,14.33,8.0,12.0,granada
Fajar Bayhaqi,2000439532.0,11.67,12.75,10.5,11.33,8.67,12.0,10.0,14.5,laspalmas
José,2000570829.0,8.17,12.5,12.5,15.83,12.33,15.83,7.5,12.08,laspalmas
Jean-Victor Makengo,85144993.0,11.0,12.12,14.0,13.0,11.5,13.0,7.0,12.25,laspalmas
