Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Samir Kacem,2000433838.0,13.33,13.88,14.0,8.83,6.5,10.33,12.0,14.5,alaves
Javi López,67293674.0,14.0,13.88,14.75,13.17,11.0,13.17,13.0,11.5,alaves
David Martínez,14136117.0,14.0,12.88,13.5,12.5,9.5,12.0,12.0,12.75,alaves
Birger Meling,29126536.0,12.0,10.5,11.0,9.67,9.83,10.5,7.0,13.58,alaves
Vyacheslav Karavaev,58076747.0,13.83,11.38,13.0,12.17,11.5,11.67,10.0,13.25,alaves
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42,albacete
Malang Sarr,48036830.0,14.0,15.5,15.5,13.0,11.67,13.0,13.5,14.5,amadrd
Gonzalo Sánchez,2000416515.0,12.67,16.0,18.0,11.0,11.33,13.33,9.5,14.17,amadrd
Juan Manuel,2000510085.0,12.33,15.75,14.0,11.33,10.0,15.33,7.5,13.83,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
Noël Roux,2000188122.0,13.0,15.75,17.5,12.83,10.33,13.0,7.5,13.83,barc
Juan Vela,2000489085.0,14.67,15.38,14.75,10.83,11.0,10.33,15.5,13.5,barc
Sergio Reguilón,67211900.0,13.67,14.25,13.5,13.0,13.5,13.0,9.0,14.75,barc
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67,bilbao
Oier López,67277836.0,14.0,13.25,13.5,10.0,8.5,11.0,10.5,13.25,bilbao
Íñigo Merino,2000442705.0,12.67,12.12,12.0,9.5,5.83,10.0,13.0,14.42,bilbao
Cameron Wells,2000431769.0,13.0,14.25,15.5,9.17,9.33,13.33,7.0,12.08,cadiz
Adrián Corral,2000057468.0,15.0,13.38,14.75,9.33,7.67,9.33,14.5,12.08,cadiz
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.67,8.67,13.0,7.5,9.83,cadiz
Maximilian Mittelstädt,91143714.0,11.0,11.5,13.25,13.0,9.33,12.5,9.0,12.58,cadiz
Nico Mickelson,53138009.0,8.67,12.75,14.0,11.17,8.5,13.83,8.5,11.42,cadiz
Juan Luis,2000664823.0,13.17,11.5,12.0,7.83,8.67,8.17,11.5,13.92,cadiz
Tommaso Augello,43096264.0,13.0,10.0,9.5,10.67,11.17,11.17,7.5,13.25,coruna
Acyr,2000408996.0,13.67,9.0,6.5,10.0,10.83,13.33,9.5,15.75,coruna
Lucas Forsberg,93141098.0,11.67,12.62,16.5,10.17,8.83,9.67,10.5,12.42,espanyol
Toni Herrero,67277687.0,13.33,12.5,14.0,11.67,11.0,12.67,10.5,13.17,espanyol
Tymoteusz Puchacz,96086694.0,10.0,13.88,15.5,12.33,10.83,10.33,11.5,12.42,espanyol
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42,espanyol
Jorge Cuenca,67248170.0,13.67,13.38,13.5,9.83,8.0,10.83,15.0,13.08,granada
Ismael Casas,67271373.0,12.67,12.88,15.0,10.83,10.33,11.5,8.5,13.58,granada
Imanol,67276239.0,14.0,12.0,13.0,9.5,8.5,11.5,10.5,14.08,laspalmas
Jordan Torunarigha,91137260.0,14.0,11.75,14.0,12.67,11.0,11.67,15.0,12.5,laspalmas
Gil Dias,55082920.0,7.5,11.38,13.0,12.5,11.83,13.33,10.0,10.58,laspalmas
Javi Galán,67243881.0,13.67,11.25,12.25,13.33,11.33,13.5,7.5,14.58,laspalmas
Nikola Katic,24047814.0,12.67,11.75,9.5,7.33,8.83,10.33,17.0,12.92,laspalmas
Jose Alcaide,2000437774.0,13.67,13.5,12.75,10.33,10.0,9.5,10.5,15.58,laspalmas
Ryan Johansson,90086790.0,12.0,12.62,12.0,12.0,10.5,11.83,9.5,12.17,leganes
Gabriel Torres,2000438016.0,15.0,13.25,12.0,8.0,8.0,8.33,13.5,13.33,leganes
Braian Cufré,14131295.0,11.0,11.88,13.5,13.33,10.5,12.17,7.0,13.5,leganes
Sergi Rosanas,67265793.0,12.0,12.38,14.5,11.17,9.5,11.67,7.5,12.58,leganes
Sebastián Cabrera,75036622.0,12.33,12.88,13.5,11.83,9.0,12.17,9.5,14.08,leganes
Eduardo Sarriegi,2000438820.0,14.33,12.62,13.0,10.33,9.5,9.67,7.0,13.75,realhisp
