Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Ander Imaz,2000439533.0,4.33,13.5,16.0,12.0,9.83,14.0,6.0,9.75,alaves
Rafa Mir,67221051.0,7.17,14.5,14.0,11.0,13.17,11.67,15.0,11.25,alaves
Lirim Kastrati,24058534.0,4.5,13.0,18.0,9.33,12.0,10.67,7.0,10.33,alaves
Asier Rodríguez,2000572954.0,6.0,11.25,15.0,11.33,8.67,15.33,7.0,11.08,alaves
Birger Meling,29126536.0,12.0,10.5,11.0,9.67,9.83,10.5,7.0,13.58,alaves
Ramiro Gabarri,2000198124.0,4.33,14.62,15.0,13.67,11.83,13.67,9.5,10.17,albacete
Alberto,2000512206.0,6.0,13.38,13.0,14.33,12.67,14.67,10.5,10.17,albacete
Raúl De Tomás,67156425.0,6.5,9.75,10.5,13.67,14.67,12.67,11.5,11.75,albacete
Kike Barja,67196202.0,7.83,11.38,12.5,14.33,11.67,14.0,7.5,11.83,albacete
Chema Nuñez,67232678.0,9.0,9.62,11.5,14.83,11.5,12.33,6.75,10.33,albacete
Fran Pérez,95078306.0,7.33,11.5,14.5,12.17,9.83,14.17,11.0,9.67,albacete
Gonzalo Sánchez,2000416515.0,12.67,16.0,18.0,11.0,11.33,13.33,9.5,14.17,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,17.0,16.67,17.33,11.0,14.42,amadrd
João Félix,83169822.0,5.67,13.25,12.5,17.33,17.0,17.0,9.0,14.33,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
Phil Foden,28108494.0,9.67,15.0,15.5,17.33,15.67,17.33,8.0,14.83,barc
Diego Laínez,51063318.0,6.67,15.25,15.5,15.0,13.67,15.67,6.0,14.17,barc
Rayan Cherki,49056279.0,6.33,15.5,15.0,15.33,15.33,17.33,9.0,12.33,barc
Pierre Fournier,2000435814.0,7.67,13.5,17.5,14.67,13.0,16.67,10.0,12.83,barc
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,barc
Rodrygo,19306929.0,6.0,14.88,15.0,12.83,14.33,16.17,9.5,12.42,barc
Harry Kane,28049320.0,10.83,10.0,9.5,16.33,18.0,13.67,12.0,16.25,barc
Franck Lacroix,2000192663.0,6.83,15.75,16.0,12.33,14.83,17.0,12.5,11.42,barc
Carlos Bidaurrázaga,2000573859.0,8.67,14.5,14.5,10.33,17.0,13.67,10.0,12.17,bilbao
Íñigo Herrera,2000510687.0,7.33,14.5,16.5,11.0,11.0,14.0,9.5,11.17,bilbao
Aimar Oroz,67276375.0,8.33,11.75,13.0,15.5,9.5,15.5,6.0,11.67,bilbao
Javier Karanka,2000193733.0,6.5,12.88,15.0,13.0,9.83,13.0,9.0,10.5,bilbao
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,14.5,12.33,14.0,8.5,13.0,bilbao
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.67,8.67,13.0,7.5,9.83,cadiz
Henry Onyekuru,18093594.0,4.0,12.38,15.0,13.67,14.5,13.0,7.0,11.17,cadiz
Tiago Geralnik,14224252.0,8.0,12.12,15.0,13.83,14.0,13.83,11.0,9.42,cadiz
Luciano Ferreyra,14227040.0,12.5,13.75,14.0,14.5,12.83,15.17,7.0,11.42,cadiz
Kepa Uriarte,67277833.0,6.67,13.38,14.5,12.83,12.0,13.17,11.5,9.75,coruna
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.33,13.0,13.67,11.0,12.0,coruna
Tòfol Montiel,43459237.0,5.0,12.0,13.5,14.67,13.0,15.0,7.5,11.67,coruna
Matías Cavalleri,75049257.0,5.0,12.62,14.5,12.83,12.33,13.5,6.5,11.92,coruna
Nabil Touaizi,28113829.0,7.67,13.5,14.5,12.5,12.5,15.5,12.5,10.33,coruna
Joaquín Correa,14042683.0,3.67,10.25,12.0,15.83,12.83,15.83,9.0,13.0,coruna
Nicolas Pépé,85136376.0,4.83,10.38,13.0,14.33,14.33,14.33,9.0,10.0,coruna
Tasos Chatzigiovanis,36096701.0,6.67,11.12,15.0,11.33,9.67,10.33,6.5,9.42,coruna
Ricardo,2000443686.0,6.67,13.25,16.5,12.17,10.83,11.5,11.0,11.0,coruna
Francisco Conceição,83261140.0,5.83,12.12,13.5,15.0,13.17,15.33,6.0,12.33,espanyol
Jorge De Frutos,67231100.0,6.67,11.5,14.5,12.5,13.0,12.0,6.5,12.08,espanyol
Matías Vargas,14141967.0,6.67,13.75,14.0,15.67,14.17,15.33,5.5,12.92,espanyol
0,29236380.0,8.0,13.5,18.0,11.33,14.67,12.33,11.5,12.17,espanyol
Miguel Menino,83320117.0,8.67,13.38,14.0,12.33,12.5,14.33,10.0,12.5,espanyol
Tymoteusz Puchacz,96086694.0,10.0,13.88,15.5,12.33,10.83,10.33,11.5,12.42,espanyol
Noé Blasco,2000440885.0,7.67,12.75,14.0,14.33,9.67,14.33,9.0,11.5,espanyol
José Luis Ruano,2000572819.0,9.17,12.88,16.5,12.5,8.67,13.83,11.0,9.83,espanyol
Serafín,2000512562.0,9.0,15.0,17.0,13.5,11.33,14.5,11.5,10.17,granada
Moussa Djenepo,6601602.0,5.5,13.12,15.0,11.33,10.83,13.0,7.5,12.0,granada
Luis Suárez,76046285.0,5.83,14.0,15.0,12.33,14.5,13.33,13.0,13.75,granada
Domingo Funcasta,2000510087.0,6.0,12.38,15.5,11.83,10.5,12.5,13.0,12.42,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83,granada
Migue Ortiz,2000630559.0,7.0,14.25,13.5,14.33,11.33,14.33,8.0,12.0,granada
Carlos Hernandez,2000511264.0,6.5,13.5,17.5,12.67,14.0,14.0,8.5,13.33,laspalmas
Gil Dias,55082920.0,7.5,11.38,13.0,12.5,11.83,13.33,10.0,10.58,laspalmas
Javi Galán,67243881.0,13.67,11.25,12.25,13.33,11.33,13.5,7.5,14.58,laspalmas
Isaiah Álvarez,2000630129.0,7.83,12.5,14.0,11.67,12.67,12.5,9.5,10.5,laspalmas
Enzo Loiodice,49045906.0,11.67,13.12,11.25,14.33,11.5,13.83,5.5,12.42,laspalmas
Thomas Michel,2000434743.0,7.5,12.88,13.5,10.0,8.67,12.33,11.0,10.67,laspalmas
Adailson,2000664048.0,5.67,11.62,15.5,13.33,10.17,12.5,5.0,9.33,laspalmas
Àlex Collado,67246435.0,6.17,11.88,13.0,15.0,12.5,14.67,7.0,12.17,leganes
Che Nunnely,37055838.0,4.83,12.5,16.5,11.33,11.33,13.67,7.5,11.17,leganes
Freddy Vargas,86061304.0,7.5,13.25,13.0,13.17,11.33,13.67,9.0,12.58,leganes
Olaus Skarsem,89051875.0,6.33,9.5,13.0,14.17,13.0,13.67,4.0,10.92,leganes
Javier Pascua,2000573866.0,4.67,12.75,14.5,12.0,13.0,12.67,7.0,10.58,leganes
Óscar Clemente,67259874.0,10.5,11.12,13.5,13.67,13.17,13.33,8.5,13.0,leganes
Nils Mortimer,67265795.0,4.33,12.5,14.5,12.83,14.0,14.0,10.5,11.08,leganes
Pablo Pérez,2000014927.0,9.0,13.25,15.25,12.67,10.67,12.83,8.0,12.42,realhisp
Gavi,2000049413.0,6.67,13.75,14.0,15.67,13.0,15.0,8.0,12.33,realhisp
Jose Carlos,2000438639.0,10.67,14.0,15.5,13.83,12.0,15.5,6.5,11.83,realhisp
Alexis,2000438631.0,7.17,13.88,16.5,13.33,13.0,14.67,9.0,10.08,realhisp
Txus Alba,2000048420.0,7.17,11.62,12.5,14.5,12.5,13.33,7.0,12.08,realhisp
Eiður Gauti Sigurpálsson,2000355767.0,5.17,13.88,16.0,8.67,7.83,15.0,12.5,10.17,realhisp
Martín Martínez,2000439252.0,6.5,12.88,12.5,13.0,12.0,13.5,11.5,11.33,realhisp
Juan Martín Sancho,2000377686.0,8.33,14.5,17.5,14.67,13.0,16.33,12.0,12.0,rmdrd
Kylian Mbappé,85139014.0,4.33,15.25,19.0,15.67,18.67,17.67,8.0,14.83,rmdrd
Raheem Sterling,28054109.0,9.0,14.25,14.5,15.0,15.33,15.33,8.5,14.33,rmdrd
Vinícius Júnior,19302146.0,5.5,13.88,16.5,13.67,13.67,15.67,8.0,14.42,rmdrd
Jadon Sancho,28108490.0,6.0,13.5,16.0,17.0,15.33,16.67,9.0,12.0,rmdrd
Odsonne Edouard,48036880.0,7.0,13.75,12.5,11.67,15.67,14.33,13.5,11.83,rmdrd
Roberto Bonilla,2000569765.0,7.5,16.0,14.0,14.17,12.17,15.83,15.5,13.67,rmdrd
Adam Hlozek,31041522.0,6.33,14.25,16.0,12.67,13.33,13.33,12.0,11.5,rsana
Mikel Oyarzábal,67220143.0,12.0,14.0,13.5,16.0,15.67,15.33,11.5,14.5,rsana
Matthias Hasa,2000568032.0,5.33,13.75,15.0,14.33,9.67,16.0,10.0,10.83,rsana
Gabriel Martinelli,19351309.0,6.0,13.25,16.0,14.33,13.67,14.67,13.0,14.33,rsana
Pablo,2000572050.0,8.67,15.0,15.5,12.67,12.0,14.67,10.0,9.83,rsana
Koldo Valencia,2000663358.0,7.67,11.0,14.5,11.33,10.67,12.67,6.5,12.0,rsana
Raphinha,19242277.0,9.0,11.5,14.0,15.0,14.33,15.67,7.5,12.83,sevilla
Munir,67174735.0,5.17,11.12,11.0,15.33,14.5,14.33,7.5,12.5,sevilla
Lucas Ocampos,14031132.0,4.67,11.38,11.5,12.83,14.33,13.5,12.0,13.42,sevilla
Óliver,67169689.0,8.33,8.62,8.0,14.83,12.0,14.83,5.0,12.58,sevilla
Sérgio Mané,2000507867.0,8.33,13.75,13.5,15.67,12.33,14.67,10.0,13.0,vale
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,vale
Nico Serrano,67295206.0,6.5,13.0,15.0,13.33,13.0,15.67,12.0,10.33,vale
Malcom,19229435.0,4.5,13.5,15.0,16.0,13.33,15.67,7.5,12.33,vale
Hugo Montañana,2000034349.0,12.0,12.62,14.5,12.5,8.83,13.67,12.0,11.92,vale
Adrian,2000193185.0,7.33,13.62,12.0,13.5,14.0,14.5,6.75,13.75,vale
Damián Ribera,2000193186.0,7.67,13.12,14.5,15.67,13.33,16.0,8.0,13.42,vale
Bart Ramselaar,37045888.0,8.83,12.5,13.5,13.33,11.83,14.33,10.5,13.42,vallecano
Yann Karamoh,85144982.0,5.0,11.12,15.0,12.33,12.83,13.0,11.0,9.5,vallecano
Juan Artola,67260216.0,10.0,9.75,13.0,12.83,11.67,12.67,7.5,11.42,vallecano
Mama Baldé,55070279.0,7.83,11.62,14.0,11.67,10.0,11.33,8.5,10.67,vallecano
José Alberto Nieto,2000197171.0,8.17,12.5,12.5,13.0,13.5,15.67,7.5,12.42,vallecano
Andrejs Ciganiks,37075484.0,12.0,13.12,12.0,12.17,9.67,11.67,9.5,11.08,vigo
Christian Kouamé,43201838.0,4.67,13.62,16.0,13.67,14.67,13.17,12.0,13.58,vigo
Rodrigo Gogna,2000273938.0,9.17,13.75,12.0,15.33,13.5,16.0,12.0,14.33,vigo
Octavian Popescu,57175903.0,10.0,13.38,14.0,14.67,12.17,14.33,9.5,11.83,vigo
Yago Freitas,2000570843.0,4.33,14.75,16.0,13.33,15.33,14.67,7.0,11.17,vigo
Luis Garai,2000681737.0,6.0,13.75,16.0,10.33,10.0,13.33,9.0,10.33,vigo
Dawid Kownacki,96059679.0,7.33,12.88,13.5,12.33,14.0,11.0,12.5,13.33,vigo
Reiss Nelson,28107919.0,7.67,12.5,14.5,13.17,11.5,14.5,5.5,10.83,vigo
Samuel Chukwueze,67269484.0,8.83,14.0,16.0,15.33,12.67,17.33,9.5,12.33,villareal
Javi Ontiveros,67211745.0,8.33,12.5,14.5,15.33,14.67,15.33,5.0,11.67,villareal
John Córdoba,2000416582.0,9.33,15.25,14.0,12.83,10.5,14.5,12.5,11.67,villareal
Alfonso Pedraza,67212046.0,12.33,12.75,12.5,11.33,12.83,12.33,11.5,13.92,villareal
Francisco Conceição,83261140.0,5.83,12.12,13.5,15.0,13.17,15.33,6.0,12.33,villareal
Alejandro Balde,67296654.0,11.0,13.75,14.0,11.67,10.5,13.33,9.0,12.75,zaragoza
Ismaïla Sarr,48042766.0,5.83,13.5,15.5,12.33,13.33,13.0,7.5,12.17,zaragoza
Ruben Vargas,98041215.0,8.33,13.38,14.0,14.0,13.33,14.0,9.5,12.42,zaragoza
Luis Carbonell,95078291.0,8.0,13.25,13.5,14.0,14.17,14.33,7.5,11.33,zaragoza
Jesus Carrasco,2000439537.0,4.0,12.25,15.0,11.67,9.67,13.0,9.5,10.0,zaragoza
Malcom,19229435.0,4.5,13.5,15.0,16.0,13.33,15.67,7.5,12.33,zaragoza
Ander Imaz,2000439533.0,4.33,13.5,16.0,12.0,9.83,14.0,6.0,9.75,zaragoza
