Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Arnau Comas,67258409.0,13.33,13.25,14.0,11.0,8.5,9.5,14.5,12.75,alaves
Samir Kacem,2000433838.0,13.33,13.88,14.0,8.83,6.5,10.33,12.0,14.5,alaves
Arnar Bragason,2000357424.0,14.33,14.62,12.5,8.5,9.33,9.83,11.0,13.08,alaves
Luca Sangalli,67190076.0,11.5,11.88,9.0,12.33,12.0,11.83,4.0,13.08,alaves
Ibrahim Sangaré,48042717.0,13.67,14.5,11.0,12.33,9.83,11.5,14.25,12.17,alaves
Juan Ángel Muñoz,2000512204.0,13.33,12.38,12.0,9.0,7.5,8.17,13.5,14.0,albacete
Junior Esparragoza,2000179937.0,14.0,14.0,12.5,10.17,7.17,7.33,11.0,13.75,albacete
Álex Olmedo,2000034591.0,7.33,11.75,14.0,12.67,9.0,13.0,6.5,9.83,albacete
Antonio Sánchez,67272744.0,11.0,11.88,11.75,11.83,11.33,9.33,8.5,12.08,albacete
Fali,67155014.0,13.0,7.88,7.25,9.83,9.0,10.17,13.5,14.5,albacete
Simone Panada,43425634.0,12.67,15.0,13.5,15.33,10.67,13.33,10.5,13.5,amadrd
0,62127037.0,11.0,14.5,11.5,16.67,15.0,15.0,16.0,15.17,amadrd
José Giménez,78060464.0,15.67,11.0,10.0,11.0,11.0,11.33,13.5,15.83,amadrd
Marcos Llorente,67196198.0,13.33,12.0,11.5,13.33,12.33,12.0,10.5,14.33,amadrd
Dimo Krastev,22081455.0,13.33,14.62,13.25,14.0,11.67,11.67,16.0,11.75,amadrd
Frank Onyeka,27129125.0,13.83,14.62,17.25,12.67,12.83,11.67,12.0,14.25,amadrd
Lamine Silva,2000438826.0,15.0,16.25,12.5,11.0,8.83,10.67,12.75,14.58,amadrd
Ronald Araújo,78085068.0,15.67,13.75,14.5,11.67,9.0,12.33,16.5,15.0,barc
Florentino Luís,83169817.0,16.0,14.75,12.5,12.67,12.0,13.0,12.5,16.17,barc
Joan Planchart,2000509911.0,14.67,17.38,15.5,13.0,11.67,11.5,9.0,15.92,barc
Ilaix Moriba,67279753.0,12.17,15.25,15.5,17.0,13.33,16.67,13.5,14.08,barc
Pau Torres,67217522.0,16.33,12.25,13.5,10.0,8.0,12.0,16.5,14.5,barc
Vítor Ferreira,83174762.0,12.33,14.5,15.0,15.67,14.67,16.0,6.0,15.0,barc
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67,bilbao
Josema,2000682315.0,13.33,16.0,12.5,12.5,9.83,13.33,11.5,15.92,bilbao
Unai Vencedor,67260207.0,13.0,15.5,15.0,13.67,11.17,14.0,8.5,14.17,bilbao
Ander Guevara,67246381.0,13.67,12.75,9.0,13.0,10.5,14.0,11.25,13.58,bilbao
Íñigo Merino,2000442705.0,12.67,12.12,12.0,9.5,5.83,10.0,13.0,14.42,bilbao
Mamadou Loum,83100794.0,12.33,12.25,10.75,11.0,10.0,10.67,13.0,13.75,cadiz
Tarsi Bakero,2000193403.0,14.67,13.88,14.25,11.33,8.33,12.0,12.5,13.08,cadiz
Cacá,19350725.0,13.67,12.12,12.25,10.83,10.33,11.5,13.0,13.5,cadiz
Luis Muñoz,90065199.0,12.33,10.75,11.0,7.33,6.17,9.0,11.5,13.75,coruna
Karim Pérez,2000193717.0,12.67,14.38,12.5,6.83,5.67,8.83,15.0,12.92,coruna
Jan Crettaz,2000571662.0,14.0,14.75,13.0,9.33,9.67,13.0,11.5,13.83,coruna
Ismael Gutiérrez,67298778.0,13.33,11.5,13.5,11.0,8.17,12.83,7.25,12.83,coruna
Mirko Ladrón de Guevara,14197826.0,11.33,12.62,13.0,13.67,11.83,12.67,10.5,11.75,coruna
Leander Dendoncker,18057380.0,12.67,10.25,9.5,11.0,10.5,8.83,14.0,13.08,coruna
Pape Gueye,48043484.0,12.33,12.12,13.25,12.67,8.33,12.67,10.5,12.0,coruna
César Ramírez,2000194011.0,12.67,13.5,11.0,9.33,9.0,11.5,9.5,15.08,espanyol
Chumi,95036003.0,13.33,12.25,12.0,10.0,7.33,9.5,13.5,13.08,espanyol
Carlos,2000202592.0,14.33,13.62,14.25,11.5,9.67,8.5,11.0,11.33,espanyol
Ulises Campus,2000273292.0,14.67,13.12,13.25,8.0,7.67,10.33,11.5,14.67,granada
Olmo,2000512864.0,12.0,14.25,14.25,10.0,10.0,11.67,8.5,13.75,granada
Alberto Quintana,67280840.0,12.0,11.88,12.75,12.67,10.33,12.33,15.0,12.83,granada
Denis Vavro,63025710.0,14.67,13.75,12.75,8.0,10.67,7.5,15.5,14.42,granada
