Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Adil Aouchiche,49048441.0,13.0,13.17,9.0,11.75,14.25,12.67,13.33,11.75,11.75,14.5,13.75,10.62,13.0,9.83,14.75,12.0,14.5,14.25,12.5,12.0,7.0,alaves
Rafa Mir,67221051.0,14.0,10.5,16.0,11.0,12.25,13.33,10.5,10.5,11.0,12.0,12.5,10.25,11.6,9.67,14.38,11.5,14.5,11.5,14.0,12.67,4.5,alaves
Alexander Sørloth,53063430.0,15.0,13.17,14.0,9.5,12.75,13.0,10.17,13.5,9.5,13.5,14.0,12.5,13.0,8.33,13.62,13.5,13.5,12.0,14.0,13.33,3.5,alaves
Schurrle,83223653.0,7.0,14.67,9.0,11.0,12.5,14.83,12.33,13.75,11.0,13.5,13.0,9.5,14.9,11.17,12.38,13.83,15.0,13.0,11.25,11.5,9.5,alaves
Suleimane Rodrigues,2000190096.0,12.5,11.17,8.0,11.0,12.5,11.5,13.33,10.0,11.0,11.25,10.5,10.75,11.1,11.17,11.75,10.83,10.5,15.0,13.25,11.83,9.0,alaves
Ramiro Gabarri,2000198124.0,7.0,10.67,12.0,8.75,14.5,13.17,13.67,9.25,8.75,14.5,10.25,9.38,11.7,6.83,15.75,10.5,13.0,15.5,14.0,14.33,4.0,albacete
Luis Nsambi,2000631649.0,16.0,15.83,7.0,9.0,15.0,12.83,11.0,16.25,9.0,15.25,10.5,9.62,15.1,8.33,13.0,14.33,15.5,14.25,10.0,12.33,9.0,albacete
Francisco Jesús Carbonell,2000440196.0,9.0,14.17,13.0,12.5,14.0,14.5,12.17,16.0,12.5,12.5,13.5,11.62,14.7,11.67,13.88,14.83,12.0,14.0,12.5,10.67,10.0,albacete
Alberto,2000512206.0,12.0,12.83,9.0,10.25,14.0,12.67,13.33,10.75,10.25,15.0,11.5,10.38,12.7,8.83,13.38,11.5,13.0,14.0,11.75,13.0,5.5,albacete
Raúl De Tomás,67156425.0,10.0,12.33,13.0,12.0,14.0,14.0,12.83,13.0,12.0,11.5,13.25,10.12,13.4,9.17,11.25,12.67,15.0,12.5,11.5,13.67,7.0,albacete
Gustavo Zamora,2000512210.0,9.0,12.33,10.0,8.75,16.5,13.17,10.0,11.0,8.75,13.5,10.5,8.88,12.9,7.33,16.0,11.33,16.0,13.0,11.75,11.0,5.0,albacete
Bright Adjei,2000660374.0,9.0,15.0,8.0,9.5,16.5,13.67,12.0,14.0,9.5,15.0,10.5,9.5,13.8,8.67,12.0,15.0,14.0,14.0,12.5,14.33,6.0,albacete
Álex Olmedo,2000034591.0,4.0,12.0,9.0,9.0,15.5,11.67,12.0,13.0,9.0,12.0,9.5,9.25,12.2,7.67,13.0,12.0,10.0,14.5,10.5,10.67,9.0,albacete
Chema Nuñez,67232678.0,6.5,11.17,7.0,11.5,12.75,13.33,12.67,11.0,11.5,12.25,11.5,10.0,12.6,10.83,11.75,10.83,11.5,13.5,8.0,12.17,6.0,albacete
Ángel Luis Arcas,2000571805.0,16.0,16.33,9.0,13.5,12.0,10.33,9.67,14.25,13.5,11.0,12.5,11.38,13.0,13.0,14.25,14.5,12.0,12.0,11.25,7.17,12.0,albacete
Sergej Milinković-Savić,62127037.0,16.0,16.0,16.0,12.5,16.0,15.67,14.0,14.5,12.5,14.5,12.0,15.5,15.8,11.33,13.25,15.0,17.0,16.0,15.5,15.0,12.0,amadrd
Manoel Azambuja,2000410625.0,10.0,15.5,12.0,14.0,17.0,18.17,15.67,16.0,14.0,18.0,15.0,11.75,16.9,12.67,16.38,16.17,19.0,16.5,14.5,15.67,12.0,amadrd
João Félix,83169822.0,7.0,14.67,11.0,11.5,17.0,17.33,15.67,14.0,11.5,17.5,15.5,13.25,16.0,9.33,13.75,14.67,19.0,17.0,12.5,15.33,6.0,amadrd
Pierre Dwomoh,2000006277.0,16.0,13.0,11.0,12.0,16.0,15.0,15.0,13.0,12.0,16.0,14.0,12.75,14.0,11.0,14.5,13.33,15.0,16.0,11.5,12.67,7.0,amadrd
Thomas Lemar,85093001.0,6.0,13.67,6.0,12.0,17.0,14.0,16.67,13.0,12.0,16.0,13.5,12.25,14.0,10.33,14.0,13.0,13.0,17.0,10.0,14.0,6.0,amadrd
Marcos Llorente,67196198.0,10.0,14.33,11.0,14.5,13.0,13.33,12.67,15.0,14.5,11.5,14.5,14.5,13.8,13.67,11.25,14.67,11.0,14.0,13.0,11.0,15.0,amadrd
Alexander Villarreal,2000499325.0,8.0,12.17,6.0,8.0,14.0,13.0,13.33,14.0,8.0,13.75,8.5,11.75,13.0,8.17,15.75,12.83,13.5,15.0,14.25,10.5,5.0,amadrd
Phil Foden,28108494.0,6.0,15.67,10.0,12.5,17.5,16.0,15.67,15.0,12.5,17.0,15.5,12.25,16.0,11.67,16.5,15.0,18.0,17.0,13.5,14.67,9.0,barc
Jonay Morán,2000194461.0,9.0,15.0,13.0,13.0,16.0,14.67,14.33,14.0,13.0,14.0,12.5,12.75,14.8,13.67,15.25,14.33,17.0,15.5,14.0,12.67,9.0,barc
Diego Laínez,51063318.0,5.0,14.0,7.0,11.5,15.0,14.67,14.67,12.5,11.5,16.5,15.0,13.5,14.2,9.33,16.25,13.33,17.0,15.0,13.0,11.67,7.0,barc
Rayan Cherki,49056279.0,9.0,13.67,9.0,13.0,17.0,14.33,15.0,13.0,13.0,17.5,14.0,10.0,14.2,10.67,15.5,13.0,15.0,15.5,15.5,14.67,4.0,barc
Ilaix Moriba,67279753.0,15.0,14.67,12.0,13.5,17.0,16.33,14.33,14.0,13.5,16.5,12.75,13.75,15.6,12.83,15.75,14.33,13.0,16.5,14.5,15.33,12.0,barc
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.33,16.33,14.5,13.0,16.5,14.5,14.0,16.0,11.33,15.5,15.33,15.0,17.0,15.0,14.33,9.0,barc
