Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Adil Aouchiche,49048441,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Rafa Mir,67221051,0,0,0,0,0,0,0,0,0,0,1,1,1,1,alaves
Alexander Sørloth,53063430,0,0,0,0,0,0,0,0,0,0,0,1,0,1,alaves
Schurrle,83223653,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Suleimane Rodrigues,2000190096,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Ramiro Gabarri,2000198124,0,0,0,0,0,0,0,0,1,1,1,1,1,0,albacete
Luis Nsambi,2000631649,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Francisco Jesús Carbonell,2000440196,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Alberto,2000512206,0,0,0,0,0,0,0,0,0,1,1,1,1,0,albacete
Raúl De Tomás,67156425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,albacete
Gustavo Zamora,2000512210,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Bright Adjei,2000660374,0,0,0,0,0,0,0,0,0,0,0,1,0,1,albacete
Álex Olmedo,2000034591,0,0,0,0,0,1,0,0,1,0,0,1,0,0,albacete
Chema Nuñez,67232678,0,0,0,0,0,0,0,0,1,0,1,1,1,1,albacete
Ángel Luis Arcas,2000571805,0,1,0,0,1,0,0,1,0,0,0,1,0,0,albacete
Sergej Milinković-Savić,62127037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Manoel Azambuja,2000410625,0,0,0,0,0,0,0,0,1,0,1,1,1,0,amadrd
João Félix,83169822,0,0,0,0,0,0,0,0,0,0,1,1,1,1,amadrd
Pierre Dwomoh,2000006277,0,0,0,0,0,0,0,0,1,0,1,1,0,1,amadrd
Thomas Lemar,85093001,0,0,0,1,0,0,0,1,1,1,1,1,1,0,amadrd
Marcos Llorente,67196198,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Alexander Villarreal,2000499325,0,0,0,0,0,0,0,1,0,0,1,1,0,0,amadrd
Phil Foden,28108494,0,0,0,0,0,0,0,0,1,0,1,1,1,0,barc
Jonay Morán,2000194461,0,0,0,0,0,0,0,0,1,1,0,1,0,0,barc
Diego Laínez,51063318,0,0,0,0,0,0,0,1,0,1,1,1,1,0,barc
Rayan Cherki,49056279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,barc
Ilaix Moriba,67279753,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Dejan Kulusevski,43295814,0,0,0,0,0,0,0,1,1,0,1,1,0,1,barc
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,barc
Harry Kane,28049320,0,0,0,0,0,0,0,0,0,0,0,1,1,1,barc
Vítor Ferreira,83174762,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Gennady Korshunov,2000238109,0,0,0,0,0,0,0,0,1,0,0,1,0,1,barc
Oihan Sancet,67260204,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bilbao
Fran Alonso,2000570282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,bilbao
Aimar Oroz,67276375,0,0,0,0,0,0,0,0,1,1,1,1,1,0,bilbao
Mikel Garai,2000438623,0,0,0,0,0,0,0,0,0,0,1,1,0,1,bilbao
Jon Magunazelaia,2000438619,0,0,0,0,0,0,0,0,1,1,0,1,1,1,bilbao
Mateusz Bogusz,96129140,0,0,0,0,0,0,0,0,1,0,0,1,0,0,cadiz
Gerardo Gallardo,2000440602,0,0,0,0,0,0,0,1,1,0,1,1,0,0,cadiz
Toni Dorado,2000197158,0,0,0,0,0,0,0,0,1,0,0,1,0,1,cadiz
Tiago Geralnik,14224252,0,0,0,0,0,0,0,0,1,0,0,1,1,0,cadiz
Luciano Ferreyra,14227040,0,0,0,0,0,0,0,0,1,0,0,1,1,0,cadiz
Yesinguer Vinasco,2000415655,0,0,0,0,0,0,0,0,1,0,0,1,0,1,cadiz
Jose Antonio Molina,2000571459,0,0,0,0,0,0,0,0,0,0,1,1,0,1,cadiz
Saúl Rodríguez,2000440182,0,0,0,0,0,0,0,0,0,1,1,1,1,1,coruna
Tòfol Montiel,43459237,0,0,0,0,0,0,0,0,0,0,1,1,1,1,coruna
Salva Gutiérrez,2000571656,0,0,0,0,0,0,0,0,1,0,0,1,0,0,coruna
Iago Salamanca,2000710728,0,0,0,0,0,0,0,0,0,0,0,1,0,1,coruna
Nabil Touaizi,28113829,0,0,0,0,0,0,0,0,0,0,1,1,1,1,coruna
Joaquín Correa,14042683,0,0,0,0,0,0,0,0,1,1,1,1,1,1,coruna
Xabier Santamaría,2000202642,0,1,0,0,0,0,0,1,0,0,1,1,0,0,coruna
