Player,UID,DM,AM,BWM,HB,SV,RGA
Loris Pane,2000512504.0,8.55,8.35,8.35,8.3,8.25,10.2
Gabriele Casagrande,2000514039.0,8.25,8.25,8.25,8.75,8.0,9.5
Nicola Mauri,2000512034.0,11.9,11.75,11.75,12.3,10.9,9.2
Lorenzo Ruiz Díaz,2000508202.0,8.75,8.9,8.9,8.95,9.3,11.15
Alessio Termini,2000508199.0,9.9,9.7,9.7,9.8,9.45,12.0
Rubén Mele,2000508198.0,8.2,8.15,8.15,9.25,9.8,12.15
Riccardo Rosso,2000508196.0,8.4,8.6,8.6,9.3,8.65,10.6
Ruggero Arpini,2000437690.0,8.5,8.55,8.55,9.0,9.1,11.35
Ivano Tavella,2000435429.0,10.45,10.6,10.6,10.25,10.95,12.7
Prince Ntumba,2000198757.0,10.15,9.85,9.85,9.8,10.15,12.1
Jose Carlos Flores,2000193714.0,7.95,8.2,8.2,9.1,8.4,9.3
Edward Asamoah,2000193328.0,12.95,12.55,12.55,11.65,10.75,9.3
Marco Garofalo,2000190074.0,11.9,11.75,11.75,11.6,11.55,8.6
Giacomo Faticanti,2000024755.0,12.0,12.0,12.0,12.1,12.15,12.6
Randy Schneider,84153605.0,11.8,11.5,11.5,11.45,12.6,14.4
Eric Dier,55032265.0,13.6,13.7,13.7,13.7,13.5,12.6
Emmanuel Gyabuaa,43372274.0,12.85,13.0,13.0,12.7,12.5,12.15
Felice D'Amico,43297400.0,9.3,8.8,8.8,9.85,10.0,12.4
Nadir Zortea,43252462.0,12.1,12.35,12.35,11.9,12.1,11.8
Paolo Ghiglione,43140923.0,12.45,12.15,12.15,11.85,12.45,12.95
Marco Asensio,67197125.0,9.65,9.45,9.45,9.55,10.85,13.3
Fabio Assalino,2000568432.0,9.55,9.75,9.75,10.2,9.55,10.6
Liao Jing,2000434024.0,8.25,7.85,7.85,9.2,7.35,7.95
Lorenzo Gaggero,2000324502.0,10.1,10.05,10.05,9.5,10.8,12.25
Jan Bednarek,96047750.0,14.5,14.2,14.2,14.45,13.85,11.7
Oussama Idrissi,37052727.0,9.45,9.5,9.5,10.45,10.15,13.0
Dion Drena Beljo,24061498.0,10.0,10.15,10.15,10.7,10.1,12.45
Claudio Rotunno,2000436308.0,13.65,13.85,13.85,13.8,12.9,11.65
Samuele Innocenti,2000323875.0,11.25,11.4,11.4,10.85,11.15,12.2
Christian Fogelblad,2000397952.0,10.8,10.4,10.4,9.8,10.65,12.2
Giovanni Vezzani,2000570776.0,10.05,10.7,10.7,10.3,10.3,11.9
Michele Mascia,2000568039.0,9.2,10.05,10.05,9.75,9.05,8.65
Ola Brynhildsen,53125145.0,10.6,10.7,10.7,10.8,11.1,12.2
Francis Uzoho,67248183.0,9.3,9.15,9.15,10.55,9.1,9.25
Philip Ericson,2000606082.0,10.55,10.75,10.75,11.1,9.35,8.75
Filip Stanković,43425978.0,10.85,10.85,10.85,11.55,10.75,10.15
Fábio Afonso,2000436530.0,12.5,11.8,11.8,11.6,11.8,13.55
Gianluca Gaetano,43317758.0,9.7,9.5,9.5,9.45,10.2,12.4
Giovanni Olivieri,2000568427.0,12.9,12.7,12.7,13.4,12.1,9.95
Steph Dheer,2000513407.0,13.65,13.95,13.95,12.95,12.95,12.2
Rui Silva,55067163.0,8.55,8.05,8.05,9.3,8.7,9.05
Shurandy Sambo,37060947.0,13.55,13.45,13.45,13.75,13.5,12.5
Robert Gal,2000629194.0,13.7,14.4,14.4,14.6,12.9,11.3
Simón Carbonell,2000510246.0,15.3,15.4,15.4,15.4,13.6,12.5
Mattia Viviani,43298484.0,12.65,12.85,12.85,13.0,13.45,13.7
Giorgos Kyriakopoulos,36090959.0,12.75,12.75,12.75,13.3,12.75,12.2
