Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Loris Pane,2000512504.0,2.5,12.75,13.0,9.33,1.75,3.5,3.0,2.25
Gabriele Casagrande,2000514039.0,3.5,11.12,13.5,8.83,2.25,4.5,1.75,1.75
Nicola Mauri,2000512034.0,2.25,14.0,13.5,12.33,3.0,1.5,3.5,1.75
Lorenzo Ruiz Díaz,2000508202.0,1.75,13.38,11.75,9.92,2.0,3.0,3.0,3.25
Alessio Termini,2000508199.0,2.5,13.0,8.5,10.92,2.5,4.0,2.0,2.75
Rubén Mele,2000508198.0,2.5,12.62,10.5,9.17,2.0,2.5,2.5,2.75
Riccardo Rosso,2000508196.0,2.25,11.12,15.5,9.58,2.75,2.5,2.75,2.25
Ruggero Arpini,2000437690.0,1.75,11.0,9.75,12.0,2.0,3.5,3.0,2.75
Ivano Tavella,2000435429.0,2.0,12.62,12.5,10.0,2.5,2.5,3.5,2.5
Prince Ntumba,2000198757.0,3.25,12.88,12.0,11.42,3.0,2.0,2.5,2.5
Jose Carlos Flores,2000193714.0,1.75,12.62,15.5,8.75,2.25,1.0,2.75,4.0
Edward Asamoah,2000193328.0,3.0,13.5,10.0,10.67,2.25,4.0,1.5,3.25
Marco Garofalo,2000190074.0,2.0,12.88,11.25,11.08,3.25,2.0,4.0,2.25
Giacomo Faticanti,2000024755.0,2.75,13.5,11.0,12.33,2.75,4.5,2.5,1.25
Randy Schneider,84153605.0,3.5,12.62,14.0,12.67,1.75,4.0,2.75,2.0
Eric Dier,55032265.0,1.75,8.25,8.5,15.33,2.5,1.5,3.25,2.25
Emmanuel Gyabuaa,43372274.0,2.75,14.0,13.5,12.5,3.75,2.0,2.0,1.75
Felice D'Amico,43297400.0,3.0,12.38,13.5,11.92,3.25,2.5,2.0,2.25
Nadir Zortea,43252462.0,1.75,13.0,13.5,12.17,2.5,3.0,2.25,2.75
Paolo Ghiglione,43140923.0,2.5,12.75,12.25,12.75,2.25,4.0,2.0,3.5
Marco Asensio,67197125.0,2.0,10.25,11.5,11.5,2.75,4.0,2.0,1.75
Fabio Assalino,2000568432.0,2.75,12.88,16.0,10.92,3.25,2.5,2.0,2.25
Liao Jing,2000434024.0,13.0,8.75,11.0,12.25,8.0,9.0,10.0,8.5
Lorenzo Gaggero,2000324502.0,1.75,11.75,12.5,10.75,2.75,2.0,2.25,2.5
Jan Bednarek,96047750.0,3.0,12.5,10.5,14.92,2.0,3.5,1.75,2.25
Oussama Idrissi,37052727.0,1.75,10.62,12.0,12.5,1.75,2.0,2.5,2.0
Dion Drena Beljo,24061498.0,2.5,14.5,13.5,12.42,2.25,2.5,2.75,2.5
Claudio Rotunno,2000436308.0,3.5,15.12,13.5,14.75,3.5,2.5,2.75,2.25
Samuele Innocenti,2000323875.0,2.0,13.38,13.0,10.17,2.75,3.0,2.75,2.25
Christian Fogelblad,2000397952.0,3.5,14.5,15.0,11.58,2.0,4.0,1.5,3.75
Giovanni Vezzani,2000570776.0,2.5,11.88,11.0,12.17,2.75,2.5,2.5,3.0
Michele Mascia,2000568039.0,2.0,13.88,15.25,11.67,2.0,3.5,2.5,4.0
Ola Brynhildsen,53125145.0,2.5,13.5,14.5,12.42,2.5,3.0,1.75,3.0
Francis Uzoho,67248183.0,15.0,12.75,12.0,12.67,12.75,9.0,14.0,14.0
Philip Ericson,2000606082.0,13.5,11.88,7.25,12.67,11.75,3.0,14.25,10.0
Filip Stanković,43425978.0,12.5,12.75,12.0,13.0,13.0,6.0,9.5,13.0
Fábio Afonso,2000436530.0,3.75,14.5,16.0,12.75,2.75,2.5,1.5,3.25
Gianluca Gaetano,43317758.0,2.75,13.12,14.0,10.83,2.5,3.0,1.75,2.0
Giovanni Olivieri,2000568427.0,3.5,14.0,12.75,12.75,2.5,1.5,3.5,2.0
Steph Dheer,2000513407.0,2.5,13.25,10.0,13.92,2.0,2.5,2.25,4.25
Rui Silva,55067163.0,14.5,6.62,4.0,12.25,14.0,9.0,13.0,13.0
Shurandy Sambo,37060947.0,2.75,14.5,13.0,13.42,3.25,2.5,2.25,3.25
Robert Gal,2000629194.0,2.0,14.25,13.5,14.17,2.5,3.0,1.0,2.0
Simón Carbonell,2000510246.0,1.5,16.0,9.5,15.67,2.5,3.0,1.5,2.5
Mattia Viviani,43298484.0,1.5,13.12,14.0,13.83,2.5,1.5,3.0,3.5
Giorgos Kyriakopoulos,36090959.0,2.25,13.0,13.5,13.08,2.5,1.5,2.75,2.0
