Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Loris Pane,2000512504.0,10.0,9.7,8.3,10.4,10.6,11.0,11.7,9.2
Gabriele Casagrande,2000514039.0,9.3,8.95,8.75,10.8,10.55,9.05,9.7,9.2
Nicola Mauri,2000512034.0,10.3,9.5,12.3,10.1,10.45,9.35,9.9,11.2
Lorenzo Ruiz Díaz,2000508202.0,9.9,10.65,8.95,11.2,10.85,12.45,12.4,10.0
Alessio Termini,2000508199.0,11.95,11.25,9.8,12.1,11.5,12.2,12.9,10.35
Rubén Mele,2000508198.0,11.2,11.35,9.25,11.55,11.3,12.2,12.35,10.05
Riccardo Rosso,2000508196.0,10.45,9.8,9.3,11.7,11.35,10.85,10.9,10.05
Ruggero Arpini,2000437690.0,11.25,10.9,9.0,11.35,11.1,12.45,12.85,9.75
Ivano Tavella,2000435429.0,12.45,12.25,10.25,12.5,12.35,13.1,13.3,11.1
Prince Ntumba,2000198757.0,12.0,11.7,9.8,12.9,12.75,12.95,13.6,11.0
Jose Carlos Flores,2000193714.0,9.7,9.1,9.1,10.3,10.15,10.6,11.0,8.9
Edward Asamoah,2000193328.0,10.15,9.25,11.65,10.95,11.1,8.7,9.8,11.85
Marco Garofalo,2000190074.0,9.75,8.95,11.6,10.25,10.6,9.4,9.6,11.4
Giacomo Faticanti,2000024755.0,12.5,12.2,12.1,13.05,13.4,12.3,13.05,12.65
Randy Schneider,84153605.0,13.75,13.9,11.45,13.85,13.8,14.4,14.5,12.9
Eric Dier,55032265.0,14.0,13.25,13.7,13.1,13.2,12.25,11.6,13.8
Emmanuel Gyabuaa,43372274.0,12.6,12.1,12.7,13.4,13.2,12.05,12.5,13.1
Felice D'Amico,43297400.0,11.8,11.7,9.85,11.6,11.75,12.45,12.7,10.55
Nadir Zortea,43252462.0,12.05,12.25,11.9,11.9,12.05,12.75,12.5,12.0
Paolo Ghiglione,43140923.0,12.5,12.9,11.85,12.65,12.55,12.85,12.75,12.55
Marco Asensio,67197125.0,13.2,13.0,9.55,12.6,12.9,13.8,13.4,11.35
Fabio Assalino,2000568432.0,10.9,10.5,10.2,12.1,11.55,11.65,12.1,10.5
Liao Jing,2000434024.0,9.2,7.8,9.2,8.4,8.9,7.6,8.0,8.8
Lorenzo Gaggero,2000324502.0,12.05,11.3,9.5,12.55,12.1,12.5,13.05,11.1
Jan Bednarek,96047750.0,12.95,11.35,14.45,12.5,12.85,10.5,10.55,13.9
Oussama Idrissi,37052727.0,12.45,12.55,10.45,12.3,12.25,13.6,13.6,10.9
Dion Drena Beljo,24061498.0,12.05,11.3,10.7,11.85,11.7,12.9,13.75,10.6
Claudio Rotunno,2000436308.0,13.35,11.5,13.8,13.15,13.4,11.75,12.5,13.55
Samuele Innocenti,2000323875.0,12.9,11.9,10.85,12.6,13.15,12.55,12.8,11.65
Christian Fogelblad,2000397952.0,12.15,12.25,9.8,12.7,12.7,13.6,14.1,11.25
Giovanni Vezzani,2000570776.0,11.75,10.7,10.3,12.4,12.15,12.15,12.6,10.95
Michele Mascia,2000568039.0,9.2,8.55,9.75,10.2,9.9,10.3,11.35,9.9
Ola Brynhildsen,53125145.0,11.6,11.65,10.8,12.1,11.5,12.6,13.1,11.3
Francis Uzoho,67248183.0,10.8,9.25,10.55,9.85,10.35,9.5,9.4,10.1
Philip Ericson,2000606082.0,10.55,8.75,11.1,9.65,10.2,7.75,8.1,10.45
Filip Stanković,43425978.0,12.25,10.1,11.55,11.3,12.25,9.8,9.9,11.65
Fábio Afonso,2000436530.0,13.2,12.7,11.6,13.95,13.55,13.85,15.05,12.3
Gianluca Gaetano,43317758.0,11.25,11.9,9.45,12.35,12.3,13.2,13.9,10.9
Giovanni Olivieri,2000568427.0,10.65,10.3,13.4,12.0,12.2,9.75,10.5,12.95
Steph Dheer,2000513407.0,13.05,12.15,12.95,13.85,13.9,12.1,12.6,13.75
Rui Silva,55067163.0,10.85,9.2,9.3,9.8,10.35,8.35,8.45,9.85
Shurandy Sambo,37060947.0,12.6,12.35,13.75,12.7,12.7,12.35,12.6,13.55
Robert Gal,2000629194.0,12.9,11.4,14.6,13.5,13.6,11.7,11.8,13.8
Simón Carbonell,2000510246.0,13.9,12.0,15.4,14.1,14.5,11.6,12.8,14.6
Mattia Viviani,43298484.0,14.3,13.45,13.0,13.45,13.95,13.85,13.75,13.5
Giorgos Kyriakopoulos,36090959.0,12.55,12.3,13.3,12.6,12.9,12.05,12.4,12.85
