Player,UID,CD,BPD,NNCB,Lib
Loris Pane,2000512504.0,6.85,7.55,6.65,8.35
Gabriele Casagrande,2000514039.0,6.45,7.05,6.75,7.5
Nicola Mauri,2000512034.0,11.6,10.8,11.9,9.65
Lorenzo Ruiz Díaz,2000508202.0,7.9,9.0,7.85,9.05
Alessio Termini,2000508199.0,9.35,9.55,8.95,9.9
Rubén Mele,2000508198.0,8.1,9.75,8.9,10.15
Riccardo Rosso,2000508196.0,7.45,7.75,7.25,8.45
Ruggero Arpini,2000437690.0,8.5,8.55,7.95,10.1
Ivano Tavella,2000435429.0,9.4,10.1,9.05,11.85
Prince Ntumba,2000198757.0,8.9,9.15,8.6,10.2
Jose Carlos Flores,2000193714.0,7.3,7.4,7.4,7.85
Edward Asamoah,2000193328.0,10.85,10.3,10.35,9.25
Marco Garofalo,2000190074.0,11.95,11.85,11.95,10.1
Giacomo Faticanti,2000024755.0,11.0,11.35,11.0,11.95
Randy Schneider,84153605.0,10.1,11.15,10.05,13.0
Eric Dier,55032265.0,14.4,14.0,14.4,13.6
Emmanuel Gyabuaa,43372274.0,11.2,11.3,10.95,12.05
Felice D'Amico,43297400.0,7.95,8.4,8.25,9.85
Nadir Zortea,43252462.0,11.45,11.75,11.4,12.25
Paolo Ghiglione,43140923.0,12.3,12.55,12.0,12.6
Marco Asensio,67197125.0,8.65,9.75,8.45,11.45
Fabio Assalino,2000568432.0,8.4,8.55,8.4,9.2
Liao Jing,2000434024.0,8.0,6.9,7.9,6.95
Lorenzo Gaggero,2000324502.0,9.35,10.45,8.8,11.0
Jan Bednarek,96047750.0,14.25,13.5,14.25,12.15
Oussama Idrissi,37052727.0,9.0,9.1,8.95,11.15
Dion Drena Beljo,24061498.0,10.85,11.05,10.7,10.6
Claudio Rotunno,2000436308.0,13.7,12.5,13.0,11.9
Samuele Innocenti,2000323875.0,10.35,10.9,10.05,11.45
Christian Fogelblad,2000397952.0,9.85,10.55,9.35,10.7
Giovanni Vezzani,2000570776.0,9.3,9.0,8.45,10.55
Michele Mascia,2000568039.0,8.6,8.2,7.65,7.95
Ola Brynhildsen,53125145.0,9.35,9.4,8.95,10.8
Francis Uzoho,67248183.0,9.75,9.5,9.95,8.0
Philip Ericson,2000606082.0,10.55,9.4,10.0,8.15
Filip Stanković,43425978.0,10.2,10.0,9.9,9.4
Fábio Afonso,2000436530.0,10.75,11.1,10.85,11.95
Gianluca Gaetano,43317758.0,8.5,9.45,8.25,10.8
Giovanni Olivieri,2000568427.0,11.35,10.85,11.5,10.3
Steph Dheer,2000513407.0,13.55,13.0,12.25,12.55
Rui Silva,55067163.0,8.2,7.7,8.2,7.7
Shurandy Sambo,37060947.0,12.55,12.55,12.75,12.75
Robert Gal,2000629194.0,13.7,12.4,13.1,11.5
Simón Carbonell,2000510246.0,14.7,13.6,14.3,12.8
Mattia Viviani,43298484.0,12.3,12.65,12.25,13.35
Giorgos Kyriakopoulos,36090959.0,12.25,12.05,12.5,12.45
