Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
9.0,9.666666666666666,6.0,6.5,14.0,12.0,10.5,10.0,6.5,15.0,7.5,9.75,11.0,5.166666666666667,13.5,10.0,8.0,10.666666666666666,11.0,6.5
13.5,7.5,3.0,5.5,11.25,10.666666666666666,10.875,10.0,5.5,11.25,5.0,12.5,9.6,4.833333333333333,12.25,8.833333333333334,6.5,11.166666666666666,11.0,3.25
11.0,10.166666666666666,7.0,11.5,8.0,10.0,9.25,12.75,11.5,7.5,10.75,12.625,10.0,11.666666666666666,14.0,12.0,7.5,9.333333333333334,15.5,11.25
12.0,11.166666666666666,9.0,7.75,14.5,13.833333333333334,11.75,11.25,7.75,11.0,9.75,10.125,12.5,6.166666666666667,13.5,11.666666666666666,12.5,11.166666666666666,13.25,8.75
14.0,10.833333333333334,12.0,9.0,13.25,13.0,12.125,12.5,9.0,15.0,12.0,10.25,12.2,7.0,10.875,11.833333333333334,14.75,13.666666666666666,14.0,8.75
12.0,9.5,11.0,11.5,15.75,12.0,12.75,9.25,11.5,11.0,10.75,11.125,11.0,8.5,12.5,9.333333333333334,13.0,14.0,13.25,8.75
6.0,8.333333333333334,12.0,7.0,15.75,11.333333333333334,12.375,12.5,7.0,13.25,7.25,11.75,10.8,5.333333333333333,13.25,10.0,9.5,13.333333333333334,9.5,7.25
5.5,12.666666666666666,8.0,8.5,14.25,12.833333333333334,12.125,12.25,8.5,13.0,9.0,10.5,12.5,7.166666666666667,10.75,12.833333333333334,13.75,13.5,12.0,10.5
7.0,12.666666666666666,9.0,10.5,15.5,12.5,12.875,10.75,10.5,15.5,11.0,8.5,12.5,9.5,12.375,11.5,13.75,13.833333333333334,11.25,10.5
12.0,12.666666666666666,8.0,11.5,12.5,13.333333333333334,11.875,15.0,11.5,12.5,9.75,11.5,13.4,10.166666666666666,13.25,13.666666666666666,14.5,13.0,13.0,8.25
8.0,9.333333333333334,10.0,8.25,13.0,9.166666666666666,10.875,9.25,8.25,13.5,9.75,10.25,9.3,6.0,14.375,9.166666666666666,11.0,11.666666666666666,10.75,7.25
13.0,11.333333333333334,4.5,9.0,6.25,11.666666666666666,6.5,14.5,9.0,7.5,9.5,7.625,11.1,9.666666666666666,11.125,14.166666666666666,6.75,7.166666666666667,14.0,8.5
16.0,10.666666666666666,12.0,11.0,7.5,8.0,8.375,11.25,11.0,5.5,10.25,11.75,9.0,11.333333333333334,11.75,11.166666666666666,9.5,9.666666666666666,13.25,14.0
11.5,13.166666666666666,9.0,11.0,14.0,12.5,11.125,13.0,11.0,12.75,11.0,12.5,12.9,10.833333333333334,12.25,12.833333333333334,10.5,12.166666666666666,12.25,9.25
6.0,13.666666666666666,9.0,12.0,15.5,15.166666666666666,13.75,13.0,12.0,14.5,13.5,11.5,14.3,11.0,13.5,13.666666666666666,14.5,14.666666666666666,11.5,10.75
13.0,14.0,15.0,14.0,13.0,11.666666666666666,12.875,15.5,14.0,10.5,14.0,15.25,12.4,14.333333333333334,8.5,15.333333333333334,11.5,13.333333333333334,10.0,14.0
9.5,12.0,7.5,12.5,13.25,11.166666666666666,12.0,14.25,12.5,11.75,11.75,13.125,11.9,11.833333333333334,13.75,12.833333333333334,12.5,12.833333333333334,14.5,12.0
7.0,11.0,7.0,11.0,12.5,14.333333333333334,12.125,11.0,11.0,13.0,12.25,12.25,12.8,8.5,13.75,11.333333333333334,12.0,12.666666666666666,10.5,7.5
9.0,13.833333333333334,10.0,11.75,11.25,11.333333333333334,12.125,11.75,11.75,11.5,12.25,11.5,12.2,11.833333333333334,13.375,12.666666666666666,12.5,11.666666666666666,12.0,12.25
15.0,12.166666666666666,11.0,11.5,12.25,13.333333333333334,12.25,12.0,11.5,12.0,12.5,11.25,12.6,11.666666666666666,12.5,12.5,12.25,12.166666666666666,11.5,11.0
10.0,12.666666666666666,7.0,11.5,16.0,14.333333333333334,15.0,12.0,11.5,15.5,11.5,10.75,13.6,9.333333333333334,11.25,12.333333333333334,12.5,15.333333333333334,9.0,10.25
12.0,10.0,7.0,9.0,13.0,11.0,12.625,12.5,9.0,14.5,8.75,13.0,10.8,7.5,14.75,11.333333333333334,12.0,13.0,11.5,8.25
10.0,8.666666666666666,1.5,7.0,6.0,8.166666666666666,6.25,11.0,7.0,6.0,8.5,12.125,8.3,5.5,10.5,10.333333333333334,4.0,8.0,6.5,4.0
14.0,12.5,10.0,9.75,14.0,13.666666666666666,12.0,11.25,9.75,13.75,11.25,9.125,12.6,8.166666666666666,11.875,12.666666666666666,15.0,14.5,12.0,11.25
13.0,11.5,13.0,12.25,11.5,13.0,10.625,13.5,12.25,9.75,14.5,14.625,11.8,13.166666666666666,10.75,13.833333333333334,8.0,12.166666666666666,12.25,12.75
11.0,13.333333333333334,5.0,8.0,15.5,13.833333333333334,13.375,12.25,8.0,15.0,12.0,12.75,13.7,6.833333333333333,11.875,12.5,13.75,13.833333333333334,9.75,9.0
18.0,13.5,13.0,9.75,13.5,13.666666666666666,11.25,12.25,9.75,13.75,13.25,11.625,13.6,7.833333333333333,14.125,12.666666666666666,15.5,13.5,15.0,10.25
15.0,13.5,14.0,10.25,12.25,11.666666666666666,11.375,15.0,10.25,11.25,13.5,13.875,12.4,10.833333333333334,15.0,14.5,10.0,13.166666666666666,14.5,11.75
14.0,13.166666666666666,9.0,12.5,13.5,11.333333333333334,12.625,13.25,12.5,12.25,10.25,10.625,12.8,11.333333333333334,13.75,12.0,11.5,13.833333333333334,13.75,10.25
16.0,12.833333333333334,11.0,10.0,11.75,13.333333333333334,13.125,13.5,10.0,13.5,10.5,10.75,13.2,9.333333333333334,15.375,13.166666666666666,13.75,13.333333333333334,14.5,8.75
11.0,13.666666666666666,8.0,10.25,14.0,13.0,10.5,12.25,10.25,13.5,10.5,12.375,13.4,8.5,12.375,12.5,14.0,12.333333333333334,9.25,10.25
9.0,11.5,4.5,7.75,10.5,9.666666666666666,9.5,12.25,7.75,12.0,10.0,10.625,10.3,6.5,15.5,12.166666666666666,10.5,10.0,13.25,9.0
6.0,11.5,6.0,10.0,13.0,13.666666666666666,11.875,11.0,10.0,14.25,13.5,11.0,12.2,9.0,14.875,12.166666666666666,13.75,12.333333333333334,11.5,9.25
15.0,10.666666666666666,6.0,12.75,8.5,9.5,8.75,11.75,12.75,4.5,11.75,11.75,9.5,8.833333333333334,12.75,12.166666666666666,7.75,10.666666666666666,12.75,7.25
18.0,10.666666666666666,1.5,10.0,6.75,8.5,7.125,11.5,10.0,5.0,11.5,10.625,9.1,8.333333333333334,9.625,11.666666666666666,4.5,8.5,11.5,4.75
10.0,11.5,9.5,13.0,11.5,8.333333333333334,9.375,12.0,13.0,6.75,13.0,13.0,9.7,9.666666666666666,12.5,11.666666666666666,7.0,12.0,12.5,7.75
14.0,13.833333333333334,11.0,10.5,13.25,16.333333333333332,11.0,14.0,10.5,17.0,12.0,12.0,14.6,10.333333333333334,15.375,15.166666666666666,15.25,12.833333333333334,12.5,9.25
11.0,12.333333333333334,7.0,6.5,14.5,13.833333333333334,12.0,11.5,6.5,14.5,8.5,10.25,13.1,6.666666666666667,14.0,12.0,11.5,12.333333333333334,11.0,7.25
5.5,10.0,8.0,12.5,9.0,9.666666666666666,9.375,14.0,12.5,7.0,9.25,15.125,10.0,11.833333333333334,13.625,12.333333333333334,7.5,9.666666666666666,15.5,11.0
12.0,14.333333333333334,14.5,11.5,13.25,11.666666666666666,11.0,16.0,11.5,11.0,11.0,11.5,12.9,12.0,11.125,15.166666666666666,11.25,12.5,13.5,11.5
10.5,9.333333333333334,5.5,12.0,9.75,9.166666666666666,8.625,12.0,12.0,6.5,11.25,12.75,8.9,8.5,6.5,11.666666666666666,6.5,10.333333333333334,8.5,6.25
11.0,11.666666666666666,8.0,12.75,12.0,12.5,12.125,12.5,12.75,12.0,14.0,14.0,12.1,12.5,14.0,12.333333333333334,11.75,12.5,13.5,14.25
14.0,14.0,14.0,13.0,12.5,11.0,11.5,15.5,13.0,11.0,12.5,15.0,12.4,11.666666666666666,14.0,14.666666666666666,11.0,12.333333333333334,13.5,13.0
15.0,15.0,10.0,12.5,12.0,13.666666666666666,10.25,16.5,12.5,12.0,11.0,15.0,14.0,12.666666666666666,12.0,16.333333333333332,9.0,12.333333333333334,16.5,12.5
11.5,15.333333333333334,11.5,14.25,14.0,13.666666666666666,13.875,13.0,14.25,12.5,14.75,13.5,14.2,12.666666666666666,14.125,14.0,13.5,15.0,12.75,14.0
12.0,12.666666666666666,8.0,12.0,12.5,11.833333333333334,12.125,12.0,12.0,12.0,11.75,14.625,12.1,12.0,13.5,12.333333333333334,10.5,12.333333333333334,13.5,12.0
