Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Loris Pane,2000512504.0,9.0,9.67,6.0,6.5,14.0,12.0,11.33,10.0,6.5,15.0,7.5,9.75,11.0,5.17,13.5,10.0,8.0,12.0,11.0,11.0,5.0
Gabriele Casagrande,2000514039.0,13.5,7.5,3.0,5.5,11.25,10.67,13.0,10.0,5.5,11.25,5.0,12.5,9.6,4.83,12.25,8.83,8.5,14.5,11.0,9.5,2.0
Nicola Mauri,2000512034.0,11.0,10.17,7.0,11.5,8.0,10.0,8.83,12.75,11.5,7.5,10.75,12.62,10.0,11.67,14.0,12.0,4.5,8.75,15.5,7.5,12.0
Lorenzo Ruiz Díaz,2000508202.0,12.0,11.17,9.0,7.75,14.5,13.83,11.5,11.25,7.75,11.0,9.75,10.12,12.5,6.17,13.5,11.67,12.5,10.5,13.25,10.33,5.0
Alessio Termini,2000508199.0,14.0,10.83,12.0,9.0,13.25,13.0,11.83,12.5,9.0,15.0,12.0,10.25,12.2,7.0,10.88,11.83,16.5,14.0,14.0,11.67,4.5
Rubén Mele,2000508198.0,12.0,9.5,11.0,11.5,15.75,12.0,12.5,9.25,11.5,11.0,10.75,11.12,11.0,8.5,12.5,9.33,12.5,14.25,13.25,11.83,4.0
Riccardo Rosso,2000508196.0,6.0,8.33,12.0,7.0,15.75,11.33,13.5,12.5,7.0,13.25,7.25,11.75,10.8,5.33,13.25,10.0,10.0,15.5,9.5,11.33,5.5
Ruggero Arpini,2000437690.0,5.5,12.67,8.0,8.5,14.25,12.83,11.67,12.25,8.5,13.0,9.0,10.5,12.5,7.17,10.75,12.83,14.0,13.5,12.0,11.83,7.5
Ivano Tavella,2000435429.0,7.0,12.67,9.0,10.5,15.5,12.5,13.0,10.75,10.5,15.5,11.0,8.5,12.5,9.5,12.38,11.5,15.0,14.5,11.25,13.17,8.5
Prince Ntumba,2000198757.0,12.0,12.67,8.0,11.5,12.5,13.33,11.17,15.0,11.5,12.5,9.75,11.5,13.4,10.17,13.25,13.67,15.0,12.5,13.0,10.33,2.5
Jose Carlos Flores,2000193714.0,8.0,9.33,10.0,8.25,13.0,9.17,10.5,9.25,8.25,13.5,9.75,10.25,9.3,6.0,14.38,9.17,10.0,11.5,10.75,9.67,2.5
Edward Asamoah,2000193328.0,13.0,11.33,4.5,9.0,6.25,11.67,6.33,14.5,9.0,7.5,9.5,7.62,11.1,9.67,11.12,14.17,6.5,7.25,14.0,6.33,10.0
Marco Garofalo,2000190074.0,16.0,10.67,12.0,11.0,7.5,8.0,7.17,11.25,11.0,5.5,10.25,11.75,9.0,11.33,11.75,11.17,7.0,8.5,13.25,4.83,16.0
Giacomo Faticanti,2000024755.0,11.5,13.17,9.0,11.0,14.0,12.5,11.33,13.0,11.0,12.75,11.0,12.5,12.9,10.83,12.25,12.83,10.5,13.0,12.25,11.83,8.0
Randy Schneider,84153605.0,6.0,13.67,9.0,12.0,15.5,15.17,13.67,13.0,12.0,14.5,13.5,11.5,14.3,11.0,13.5,13.67,15.0,15.0,11.5,12.0,7.5
Eric Dier,55032265.0,13.0,14.0,15.0,14.0,13.0,11.67,12.83,15.5,14.0,10.5,14.0,15.25,12.4,14.33,8.5,15.33,10.0,13.5,10.0,9.33,15.0
Emmanuel Gyabuaa,43372274.0,9.5,12.0,7.5,12.5,13.25,11.17,12.0,14.25,12.5,11.75,11.75,13.12,11.9,11.83,13.75,12.83,13.0,13.25,14.5,11.17,12.0
Felice D'Amico,43297400.0,7.0,11.0,7.0,11.0,12.5,14.33,11.83,11.0,11.0,13.0,12.25,12.25,12.8,8.5,13.75,11.33,11.0,12.5,10.5,11.0,2.0
Nadir Zortea,43252462.0,9.0,13.83,10.0,11.75,11.25,11.33,12.0,11.75,11.75,11.5,12.25,11.5,12.2,11.83,13.38,12.67,12.5,11.25,12.0,9.67,12.0
Paolo Ghiglione,43140923.0,15.0,12.17,11.0,11.5,12.25,13.33,12.67,12.0,11.5,12.0,12.5,11.25,12.6,11.67,12.5,12.5,13.5,12.75,11.5,10.0,11.0
Marco Asensio,67197125.0,10.0,12.67,7.0,11.5,16.0,14.33,15.33,12.0,11.5,15.5,11.5,10.75,13.6,9.33,11.25,12.33,11.0,16.0,9.0,16.33,6.5
Fabio Assalino,2000568432.0,12.0,10.0,7.0,9.0,13.0,11.0,13.17,12.5,9.0,14.5,8.75,13.0,10.8,7.5,14.75,11.33,13.0,14.0,11.5,10.83,5.5
Liao Jing,2000434024.0,10.0,8.67,1.5,7.0,6.0,8.17,6.67,11.0,7.0,6.0,8.5,12.12,8.3,5.5,10.5,10.33,3.0,9.5,6.5,3.83,3.0
Lorenzo Gaggero,2000324502.0,14.0,12.5,10.0,9.75,14.0,13.67,11.17,11.25,9.75,13.75,11.25,9.12,12.6,8.17,11.88,12.67,15.5,14.5,12.0,14.0,8.0
Jan Bednarek,96047750.0,13.0,11.5,13.0,12.25,11.5,13.0,10.33,13.5,12.25,9.75,14.5,14.62,11.8,13.17,10.75,13.83,4.5,12.5,12.25,8.5,14.0
Oussama Idrissi,37052727.0,11.0,13.33,5.0,8.0,15.5,13.83,13.67,12.25,8.0,15.0,12.0,12.75,13.7,6.83,11.88,12.5,15.0,14.5,9.75,13.67,5.5
Dion Drena Beljo,24061498.0,18.0,13.5,13.0,9.75,13.5,13.67,9.83,12.25,9.75,13.75,13.25,11.62,13.6,7.83,14.12,12.67,15.5,12.5,15.0,13.33,5.0
Claudio Rotunno,2000436308.0,15.0,13.5,14.0,10.25,12.25,11.67,11.33,15.0,10.25,11.25,13.5,13.88,12.4,10.83,15.0,14.5,8.5,14.0,14.5,8.5,12.0
Samuele Innocenti,2000323875.0,14.0,13.17,9.0,12.5,13.5,11.33,12.67,13.25,12.5,12.25,10.25,10.62,12.8,11.33,13.75,12.0,10.5,14.5,13.75,12.0,8.0
