Player,UID,FB,WB,IWB,CWB,NNFB
Loris Pane,2000512504.0,8.95,9.55,8.45,10.12,7.65
Gabriele Casagrande,2000514039.0,9.1,9.5,8.15,10.12,8.1
Nicola Mauri,2000512034.0,11.9,10.65,10.65,10.19,12.3
Lorenzo Ruiz Díaz,2000508202.0,8.9,9.4,8.95,10.19,8.05
Alessio Termini,2000508199.0,8.85,9.3,9.2,10.08,8.95
Rubén Mele,2000508198.0,8.35,8.6,9.45,10.12,8.6
Riccardo Rosso,2000508196.0,9.45,9.9,8.4,11.08,8.15
Ruggero Arpini,2000437690.0,8.2,8.5,8.9,9.73,8.2
Ivano Tavella,2000435429.0,10.75,11.25,11.05,11.96,9.85
Prince Ntumba,2000198757.0,9.9,10.55,10.1,11.04,9.2
Jose Carlos Flores,2000193714.0,9.25,9.7,8.05,10.15,8.2
Edward Asamoah,2000193328.0,11.9,10.05,10.85,9.31,11.5
Marco Garofalo,2000190074.0,11.65,10.3,11.4,9.92,11.75
Giacomo Faticanti,2000024755.0,11.8,11.2,12.5,11.77,11.85
Randy Schneider,84153605.0,12.05,12.1,12.65,12.85,11.2
Eric Dier,55032265.0,12.8,11.15,13.3,11.65,13.6
Emmanuel Gyabuaa,43372274.0,12.9,12.5,12.4,12.65,12.25
Felice D'Amico,43297400.0,9.85,10.1,9.95,10.62,9.35
Nadir Zortea,43252462.0,12.45,12.35,12.25,12.15,11.8
Paolo Ghiglione,43140923.0,12.35,12.3,12.6,12.35,12.0
Marco Asensio,67197125.0,9.85,10.45,10.85,11.65,8.95
Fabio Assalino,2000568432.0,10.6,11.55,9.2,11.88,9.3
Liao Jing,2000434024.0,8.45,6.25,7.65,6.58,8.55
Lorenzo Gaggero,2000324502.0,10.25,10.05,10.45,10.96,8.9
Jan Bednarek,96047750.0,13.8,11.1,13.5,11.23,14.75
Oussama Idrissi,37052727.0,9.75,10.15,10.35,11.19,9.65
Dion Drena Beljo,24061498.0,9.95,9.65,9.95,10.42,9.8
Claudio Rotunno,2000436308.0,13.8,11.5,12.85,11.73,13.4
Samuele Innocenti,2000323875.0,11.3,11.05,11.5,11.65,10.35
Christian Fogelblad,2000397952.0,10.95,11.9,10.8,12.08,9.45
Giovanni Vezzani,2000570776.0,10.55,10.1,10.25,10.62,9.25
Michele Mascia,2000568039.0,10.25,9.9,8.45,10.0,8.5
Ola Brynhildsen,53125145.0,11.45,11.5,10.65,11.69,10.35
Francis Uzoho,67248183.0,9.2,6.45,8.65,7.19,9.55
Philip Ericson,2000606082.0,9.85,6.45,9.4,6.77,10.35
Filip Stanković,43425978.0,10.85,7.65,10.7,8.58,10.65
Fábio Afonso,2000436530.0,12.65,12.9,11.85,12.73,11.55
Gianluca Gaetano,43317758.0,10.25,11.1,10.65,11.85,9.1
Giovanni Olivieri,2000568427.0,12.65,11.65,12.0,11.35,13.15
Steph Dheer,2000513407.0,12.8,11.35,13.05,11.85,12.5
Rui Silva,55067163.0,7.5,5.1,8.35,6.15,8.5
Shurandy Sambo,37060947.0,13.55,13.0,13.35,12.85,13.75
Robert Gal,2000629194.0,13.9,12.2,12.6,12.15,13.6
Simón Carbonell,2000510246.0,13.9,11.6,13.8,11.77,15.0
Mattia Viviani,43298484.0,13.15,12.05,13.45,12.58,12.55
Giorgos Kyriakopoulos,36090959.0,13.05,12.55,12.95,12.58,13.3
